period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2024-01,AK,Alaska,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,AL,Alabama,ALL,all sectors,2777536,11.89,945.13508,7950.24814,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,AL,Alabama,COM,commercial,388276,13.71,257.36821,1877.80969,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,AL,Alabama,IND,industrial,7227,7.15,186.51386,2610.20098,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,AL,Alabama,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,AL,Alabama,RES,residential,2382033,14.48,501.253,3462.23746,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,AL,Alabama,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,AR,Arkansas,ALL,all sectors,1708989,9.68,440.05665,4547.86627,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,AR,Arkansas,COM,commercial,206200,10.28,96.85907,941.91901,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,AR,Arkansas,IND,industrial,35678,7.16,110.11626,1538.59458,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,AR,Arkansas,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,AR,Arkansas,RES,residential,1467109,11.27,233.07882,2067.33284,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,AR,Arkansas,TRA,transportation,2,12.64,.00251,.01985,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,AZ,Arizona,ALL,all sectors,3464195,11.85,759.45636,6407.76935,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,AZ,Arizona,COM,commercial,346445,11.37,285.19692,2509.02612,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,AZ,Arizona,IND,industrial,7558,7.66,88.28731,1153.01088,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,AZ,Arizona,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,AZ,Arizona,RES,residential,3110190,14.06,385.89457,2744.95288,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,AZ,Arizona,TRA,transportation,2,9.95,.07756,.77947,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,CA,California,ALL,all sectors,16290812,24.72,4962.73282,20075.47688,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,CA,California,COM,commercial,1800990,23.1,2160.59411,9352.85241,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,CA,California,IND,industrial,149889,17.95,565.07095,3147.93038,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,CA,California,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,CA,California,RES,residential,14339921,29.62,2228.23396,7522.8627,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,CA,California,TRA,transportation,12,17.04,8.8338,51.83139,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,CO,Colorado,ALL,all sectors,2956320,11.47,554.73684,4837.96842,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,CO,Colorado,COM,commercial,402194,10.85,194.99168,1796.51562,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,CO,Colorado,IND,industrial,14604,8.17,97.80555,1196.73422,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,CO,Colorado,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,CO,Colorado,RES,residential,2539521,14.22,261.09139,1836.52212,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,CO,Colorado,TRA,transportation,1,10.35,.84822,8.19646,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,CT,Connecticut,ALL,all sectors,1703872,23.66,582.59961,2462.88994,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,CT,Connecticut,COM,commercial,156668,20.34,198.21716,974.36407,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,CT,Connecticut,IND,industrial,3878,16.67,33.0359,198.1805,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,CT,Connecticut,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,CT,Connecticut,RES,residential,1543323,27.34,348.37189,1274.14156,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,CT,Connecticut,TRA,transportation,3,18.36,2.97466,16.20381,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,DC,District of Columbia,ALL,all sectors,343849,16.79,147.64501,879.21551,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,DC,District of Columbia,COM,commercial,27462,17.24,105.5103,612.17257,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,DC,District of Columbia,IND,industrial,1,11.07,1.95403,17.65914,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,DC,District of Columbia,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,DC,District of Columbia,RES,residential,316383,16.88,37.47968,221.9804,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,DC,District of Columbia,TRA,transportation,3,9.86,2.70099,27.4034,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,DE,Delaware,ALL,all sectors,531767,13.26,129.82301,978.90862,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,DE,Delaware,COM,commercial,60200,11.9,40.3316,338.79193,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,DE,Delaware,IND,industrial,1223,8.78,13.47214,153.51125,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,DE,Delaware,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,DE,Delaware,RES,residential,470344,15.62,76.01927,486.60544,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,DE,Delaware,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ENC,East North Central,ALL,all sectors,23544088,12.1,5939.26118,49096.86861,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ENC,East North Central,COM,commercial,2565687,11.84,1829.24305,15444.07346,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ENC,East North Central,IND,industrial,55345,8.13,1239.30163,15248.08016,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ENC,East North Central,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ENC,East North Central,RES,residential,20923046,15.61,2866.82915,18365.94041,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ENC,East North Central,TRA,transportation,10,10.03,3.88735,38.77458,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ESC,East South Central,ALL,all sectors,10431351,10.99,3127.18717,28464.71015,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ESC,East South Central,COM,commercial,1499958,12.31,934.90145,7593.94541,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ESC,East South Central,IND,industrial,25807,6.86,549.0069,8001.8127,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ESC,East South Central,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ESC,East South Central,RES,residential,8905586,12.77,1643.27881,12868.95205,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ESC,East South Central,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,FL,Florida,ALL,all sectors,11672627,13.18,2486.37068,18863.51077,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,FL,Florida,COM,commercial,1301674,11.83,855.81436,7231.4561,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,FL,Florida,IND,industrial,26521,9.03,128.97112,1428.17601,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,FL,Florida,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,FL,Florida,RES,residential,10344430,14.72,1500.93654,10198.39104,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,FL,Florida,TRA,transportation,2,11.82,.64866,5.48763,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,GA,Georgia,ALL,all sectors,5411061,11.02,1456.73276,13221.44778,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,GA,Georgia,COM,commercial,615427,11.09,493.90538,4453.8535,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,GA,Georgia,IND,industrial,23909,7.95,206.54332,2597.64974,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,GA,Georgia,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,GA,Georgia,RES,residential,4771724,12.27,755.46895,6156.98238,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,GA,Georgia,TRA,transportation,1,6.29,.81511,12.96217,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,HI,Hawaii,ALL,all sectors,506783,40.96,293.16396,715.69836,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,HI,Hawaii,COM,commercial,59705,41.48,89.90039,216.70698,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,HI,Hawaii,IND,industrial,820,37.66,102.81839,273.01791,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,HI,Hawaii,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,HI,Hawaii,RES,residential,446258,44.45,100.44519,225.97346,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,HI,Hawaii,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,IA,Iowa,ALL,all sectors,1704206,8.82,435.34107,4934.79161,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,IA,Iowa,COM,commercial,251437,9.53,108.99601,1143.4953,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,IA,Iowa,IND,industrial,9166,6.4,143.27118,2237.03304,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,IA,Iowa,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,IA,Iowa,RES,residential,1443603,11.78,183.07389,1554.26327,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,IA,Iowa,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ID,Idaho,ALL,all sectors,1011270,9.16,210.96007,2303.28573,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ID,Idaho,COM,commercial,123247,8.59,53.91145,627.37525,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ID,Idaho,IND,industrial,29280,6.77,38.60155,570.29376,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ID,Idaho,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ID,Idaho,RES,residential,858743,10.71,118.44707,1105.61671,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ID,Idaho,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,IL,Illinois,ALL,all sectors,6047898,11.69,1405.54765,12022.32537,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,IL,Illinois,COM,commercial,633762,11.15,454.54467,4077.58669,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,IL,Illinois,IND,industrial,5748,8.63,310.71141,3600.93544,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,IL,Illinois,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,IL,Illinois,RES,residential,5408385,14.77,636.85914,4310.46343,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,IL,Illinois,TRA,transportation,3,10.3,3.43243,33.33982,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,IN,Indiana,ALL,all sectors,3430764,11.37,991.48187,8722.02373,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,IN,Indiana,COM,commercial,373701,12.4,246.85296,1990.88738,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,IN,Indiana,IND,industrial,19732,8.3,273.0793,3288.9059,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,IN,Indiana,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,IN,Indiana,RES,residential,3037330,13.7,471.39196,3440.901,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,IN,Indiana,TRA,transportation,1,11.86,.15764,1.32946,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,KS,Kansas,ALL,all sectors,1575165,10.65,384.53762,3610.40089,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,KS,Kansas,COM,commercial,244155,10.28,133.80371,1301.51759,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,KS,Kansas,IND,industrial,23649,7.77,71.70347,922.54521,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,KS,Kansas,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,KS,Kansas,RES,residential,1307361,12.91,179.03044,1386.33809,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,KS,Kansas,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,KY,Kentucky,ALL,all sectors,2397299,10.3,718.31956,6976.12389,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,KY,Kentucky,COM,commercial,325989,11.36,198.99728,1751.29181,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,KY,Kentucky,IND,industrial,5121,6.99,160.08106,2288.86224,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,KY,Kentucky,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,KY,Kentucky,RES,residential,2066189,12.24,359.24122,2935.96983,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,KY,Kentucky,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,LA,Louisiana,ALL,all sectors,2454998,8.78,680.70795,7749.33737,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,LA,Louisiana,COM,commercial,299947,10.65,192.24216,1804.30827,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,LA,Louisiana,IND,industrial,18178,5.78,180.96514,3132.37481,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,LA,Louisiana,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,LA,Louisiana,RES,residential,2136872,10.93,307.40843,2811.77406,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,LA,Louisiana,TRA,transportation,1,10.48,.09223,.88023,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MA,Massachusetts,ALL,all sectors,3355657,23.84,1077.73066,4520.16875,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MA,Massachusetts,COM,commercial,448396,21.21,450.54025,2124.63248,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MA,Massachusetts,IND,industrial,10798,18.72,91.04807,486.31301,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MA,Massachusetts,RES,residential,2896461,28.35,533.45153,1881.84313,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MA,Massachusetts,TRA,transportation,2,9.83,2.69081,27.38013,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MAT,Middle Atlantic,ALL,all sectors,19171341,15.47,4861.70548,31426.69213,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MAT,Middle Atlantic,COM,commercial,2454476,14.75,1813.27136,12294.18288,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MAT,Middle Atlantic,IND,industrial,43643,8.54,525.47959,6150.96386,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MAT,Middle Atlantic,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MAT,Middle Atlantic,RES,residential,16673204,19.6,2478.46614,12645.40995,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MAT,Middle Atlantic,TRA,transportation,18,13.24,44.48839,336.13545,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MD,Maryland,ALL,all sectors,2714263,15.19,848.59555,5588.24896,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MD,Maryland,COM,commercial,261312,13.05,313.48903,2401.60044,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MD,Maryland,IND,industrial,9309,10.7,29.06525,271.75727,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MD,Maryland,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MD,Maryland,RES,residential,2443637,17.45,501.54,2874.66534,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MD,Maryland,TRA,transportation,5,11.19,4.50128,40.22592,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ME,Maine,ALL,all sectors,852436,22.08,223.66458,1013.20315,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ME,Maine,COM,commercial,111901,19.29,66.99936,347.36115,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ME,Maine,IND,industrial,2035,14.14,27.42681,193.95786,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ME,Maine,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ME,Maine,RES,residential,738500,27.39,129.23841,471.88414,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ME,Maine,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MI,Michigan,ALL,all sectors,5075007,14.03,1211.11623,8634.74851,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MI,Michigan,COM,commercial,561794,13.78,439.78074,3192.3862,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MI,Michigan,IND,industrial,5642,8.45,197.75605,2340.7351,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MI,Michigan,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MI,Michigan,RES,residential,4507569,18.49,573.50921,3101.11772,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MI,Michigan,TRA,transportation,2,13.79,.07024,.50949,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MN,Minnesota,ALL,all sectors,2884059,11.9,696.73369,5853.02415,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MN,Minnesota,COM,commercial,307783,11.46,224.27803,1957.45972,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MN,Minnesota,IND,industrial,9047,9.16,148.20811,1617.73916,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MN,Minnesota,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MN,Minnesota,RES,residential,2567228,14.24,324.03416,2275.93927,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MN,Minnesota,TRA,transportation,1,11.31,.21339,1.88601,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MO,Missouri,ALL,all sectors,3324567,9.55,731.93166,7661.08905,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MO,Missouri,COM,commercial,403168,8.76,229.21588,2616.13728,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MO,Missouri,IND,industrial,9928,7.35,78.19527,1063.43792,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MO,Missouri,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MO,Missouri,RES,residential,2911469,10.66,424.3057,3978.72309,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MO,Missouri,TRA,transportation,2,7.7,.21481,2.79076,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MS,Mississippi,ALL,all sectors,1590428,10.89,456.50814,4193.83021,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MS,Mississippi,COM,commercial,246122,12.59,135.11145,1072.84989,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MS,Mississippi,IND,industrial,12416,6.89,87.99943,1277.48352,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MS,Mississippi,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MS,Mississippi,RES,residential,1331890,12.66,233.39727,1843.4968,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MS,Mississippi,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MT,Montana,ALL,all sectors,680871,11.88,182.60142,1537.43938,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MT,Montana,COM,commercial,117551,11.56,52.15601,451.34579,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MT,Montana,IND,industrial,9652,12.07,50.21174,415.84393,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MT,Montana,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MT,Montana,RES,residential,553668,11.97,80.23368,670.24966,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MT,Montana,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MTN,Mountain,ALL,all sectors,12451968,10.8,2682.77019,24848.69227,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MTN,Mountain,COM,commercial,1515611,10.43,921.52346,8833.34817,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MTN,Mountain,IND,industrial,97408,7.81,524.00985,6707.17833,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MTN,Mountain,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MTN,Mountain,RES,residential,10838944,13.3,1235.69586,9294.08361,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,MTN,Mountain,TRA,transportation,5,10.94,1.54102,14.08216,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NC,North Carolina,ALL,all sectors,5770069,11.09,1426.57159,12863.29402,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NC,North Carolina,COM,commercial,748848,10.13,418.83017,4133.15025,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NC,North Carolina,IND,industrial,8946,7.41,154.42827,2084.64475,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NC,North Carolina,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NC,North Carolina,RES,residential,5012274,12.84,853.21108,6644.36076,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NC,North Carolina,TRA,transportation,1,8.97,.10207,1.13827,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ND,North Dakota,ALL,all sectors,483974,8.03,216.42502,2695.58604,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ND,North Dakota,COM,commercial,76936,7.66,75.97365,991.23663,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ND,North Dakota,IND,industrial,10667,7.28,79.4948,1091.66063,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ND,North Dakota,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ND,North Dakota,RES,residential,396371,9.95,60.95657,612.68879,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,ND,North Dakota,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NE,Nebraska,ALL,all sectors,1120975,8.59,280.90063,3269.7441,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NE,Nebraska,COM,commercial,160606,8.26,90.5829,1096.67487,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NE,Nebraska,IND,industrial,60342,7.59,70.95061,934.80383,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NE,Nebraska,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NE,Nebraska,RES,residential,900027,9.64,119.36711,1238.26539,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NE,Nebraska,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NEW,New England,ALL,all sectors,7585933,23.23,2354.01533,10135.50351,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NEW,New England,COM,commercial,955184,20.62,881.49712,4274.82677,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NEW,New England,IND,industrial,21660,16.79,203.2461,1210.58202,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NEW,New England,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NEW,New England,RES,residential,6609083,27.43,1263.24536,4604.71651,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NEW,New England,TRA,transportation,6,13.28,6.02675,45.37822,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NH,New Hampshire,ALL,all sectors,764756,21.91,213.05736,972.2303,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NH,New Hampshire,COM,commercial,111683,20.23,71.13742,351.68882,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NH,New Hampshire,IND,industrial,3124,17.3,28.19939,163.00173,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-01,NH,New Hampshire,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
