period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2024-05,CO,Colorado,COM,commercial,405777,11.38,185.82412,1632.7202,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,CO,Colorado,IND,industrial,14685,8.52,107.23273,1258.02709,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,CO,Colorado,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,CO,Colorado,RES,residential,2552113,14.52,209.72401,1444.80779,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,CO,Colorado,TRA,transportation,1,9.55,.64534,6.76008,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,CT,Connecticut,ALL,all sectors,1711993,22.06,454.44998,2059.99168,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,CT,Connecticut,COM,commercial,156883,19.31,183.95853,952.88696,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,CT,Connecticut,IND,industrial,3889,15.42,32.44153,210.41357,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,CT,Connecticut,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,CT,Connecticut,RES,residential,1551218,26.75,235.31844,879.65058,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,CT,Connecticut,TRA,transportation,3,16.03,2.73148,17.04057,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,DC,District of Columbia,ALL,all sectors,345486,16.78,129.80164,773.76627,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,DC,District of Columbia,COM,commercial,27492,16.94,94.76722,559.50573,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,DC,District of Columbia,IND,industrial,1,11.31,1.83891,16.26243,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,DC,District of Columbia,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,DC,District of Columbia,RES,residential,317990,17.84,30.67844,171.96937,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,DC,District of Columbia,TRA,transportation,3,9.67,2.51706,26.02874,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,DE,Delaware,ALL,all sectors,534757,13.19,107.64987,815.88157,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,DE,Delaware,COM,commercial,60701,11.45,39.00378,340.79228,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,DE,Delaware,IND,industrial,1151,8.06,12.07021,149.70993,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,DE,Delaware,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,DE,Delaware,RES,residential,472905,17.39,56.57588,325.37935,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,DE,Delaware,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,ENC,East North Central,ALL,all sectors,23516563,12.17,5337.74622,43845.82173,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,ENC,East North Central,COM,commercial,2569538,12.38,1774.71328,14337.00893,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,ENC,East North Central,IND,industrial,54157,7.91,1265.32567,15992.52723,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,ENC,East North Central,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,ENC,East North Central,RES,residential,20892858,17.02,2294.72187,13480.4328,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,ENC,East North Central,TRA,transportation,10,8.33,2.98541,35.85278,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,ESC,East South Central,ALL,all sectors,10507183,10.58,2613.73396,24696.53438,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,ESC,East South Central,COM,commercial,1507532,11.96,921.32093,7700.37388,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,ESC,East South Central,IND,industrial,25912,6.42,537.19147,8369.92504,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,ESC,East South Central,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,ESC,East South Central,RES,residential,8973739,13.39,1155.22156,8626.23546,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,ESC,East South Central,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,FL,Florida,ALL,all sectors,11748335,12.01,2743.37229,22838.85354,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,FL,Florida,COM,commercial,1307721,10.5,946.73847,9020.52465,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,FL,Florida,IND,industrial,26972,8.22,127.06778,1546.33905,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,FL,Florida,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,FL,Florida,RES,residential,10413640,13.61,1668.87643,12265.05254,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,FL,Florida,TRA,transportation,2,9.94,.68961,6.93731,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,GA,Georgia,ALL,all sectors,5445307,11.12,1345.83582,12103.28434,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,GA,Georgia,COM,commercial,618849,10.32,476.2273,4615.26284,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,GA,Georgia,IND,industrial,24830,6.36,181.34289,2849.62602,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,GA,Georgia,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,GA,Georgia,RES,residential,4801627,14.86,687.53516,4625.63666,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,GA,Georgia,TRA,transportation,1,5.73,.73048,12.75883,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,HI,Hawaii,ALL,all sectors,507023,39.21,287.16303,732.38722,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,HI,Hawaii,COM,commercial,59610,39.13,92.00185,235.10691,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,HI,Hawaii,IND,industrial,814,35.56,102.11191,287.1393,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,HI,Hawaii,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,HI,Hawaii,RES,residential,446599,44.28,93.04928,210.14102,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,HI,Hawaii,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,IA,Iowa,ALL,all sectors,1710474,8.89,383.6761,4314.97853,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,IA,Iowa,COM,commercial,251826,9.99,101.31553,1014.22999,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,IA,Iowa,IND,industrial,9684,6.2,143.95572,2322.63004,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,IA,Iowa,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,IA,Iowa,RES,residential,1448964,14.15,138.40485,978.1185,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,IA,Iowa,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,ID,Idaho,ALL,all sectors,1019260,9,185.25385,2058.74244,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,ID,Idaho,COM,commercial,123880,9.16,49.22596,537.13676,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,ID,Idaho,IND,industrial,29820,7.08,62.25598,878.85634,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,ID,Idaho,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,ID,Idaho,RES,residential,865560,11.48,73.77191,642.74934,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,ID,Idaho,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,IL,Illinois,ALL,all sectors,6032507,12.52,1289.32989,10295.21263,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,IL,Illinois,COM,commercial,638996,12.65,415.24376,3281.75558,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,IL,Illinois,IND,industrial,5607,8.26,281.89171,3413.28002,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,IL,Illinois,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,IL,Illinois,RES,residential,5387901,16.52,589.65143,3568.89992,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,IL,Illinois,TRA,transportation,3,8.13,2.54299,31.27711,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,IN,Indiana,ALL,all sectors,3395988,11.13,881.85273,7922.65442,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,IN,Indiana,COM,commercial,368876,12.54,219.7557,1753.03341,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,IN,Indiana,IND,industrial,18701,8.04,311.05843,3868.25716,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,IN,Indiana,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,IN,Indiana,RES,residential,3008410,15.26,350.86076,2299.95204,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,IN,Indiana,TRA,transportation,1,12.6,.17785,1.41181,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,KS,Kansas,ALL,all sectors,1584514,10.55,348.24734,3299.55241,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,KS,Kansas,COM,commercial,244927,10.51,137.49762,1308.68978,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,KS,Kansas,IND,industrial,24423,7.37,75.59867,1025.37578,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,KS,Kansas,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,KS,Kansas,RES,residential,1315164,14,135.15106,965.48685,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,KS,Kansas,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,KY,Kentucky,ALL,all sectors,2407973,9.74,571.80671,5872.76286,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,KY,Kentucky,COM,commercial,327397,11.42,187.12595,1639.09087,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,KY,Kentucky,IND,industrial,4794,6.1,145.45536,2384.12119,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,KY,Kentucky,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,KY,Kentucky,RES,residential,2075782,12.93,239.2254,1849.5508,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,KY,Kentucky,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,LA,Louisiana,ALL,all sectors,2465177,8.35,653.82345,7834.66378,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,LA,Louisiana,COM,commercial,301427,10.14,195.47754,1927.3137,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,LA,Louisiana,IND,industrial,18479,5.31,192.0159,3613.29854,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,LA,Louisiana,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,LA,Louisiana,RES,residential,2145270,11.61,266.2348,2293.27864,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,LA,Louisiana,TRA,transportation,1,12.32,.09521,.7729,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,MA,Massachusetts,ALL,all sectors,3346829,23.28,887.38581,3812.25217,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,MA,Massachusetts,COM,commercial,445437,20.66,390.34418,1889.14131,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,MA,Massachusetts,IND,industrial,10090,17.57,80.99654,460.93865,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2024-05,MA,Massachusetts,RES,residential,2891300,28.77,413.9979,1438.7468,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
